100008949	esttrellitta	264	44	6853	0	28 Dec 2009 18:01:42 GMT	El Paso,Tx.
100009841	ChelseaBex	152	50	394	0	28 Dec 2009 18:05:43 GMT	
100012792	ErinPattisonn	984	666	5003	0	28 Dec 2009 18:19:39 GMT	under your bed.
100013967	TUBeautifulRosa	323	251	1269	0	28 Dec 2009 18:24:51 GMT	on  Twitter ....... ahaahaa !
100014135	GeenaJohnson	144	130	9789	0	28 Dec 2009 18:25:37 GMT	Arkansas
100015928	GooSau	93	286	8075	0	28 Dec 2009 18:33:59 GMT	
10001882	rjwilson	1	340	6358	0	6 Nov 2007 15:54:47 GMT	iPhone: 39.053871, 95.674576
100019750	HovMinajJackson	135	136	6022	0	28 Dec 2009 18:51:29 GMT	neverland
100020433	MattieBX	131	97	2610	0	28 Dec 2009 18:54:40 GMT	zundert
100024321	KatieStepek	64	93	503	0	28 Dec 2009 19:13:08 GMT	Hamilton
100029620	TrizZyLaCreator	388	594	5529	0	28 Dec 2009 19:38:55 GMT	Pluto
100030584	articlefield	723	2446	81788	0	28 Dec 2009 19:43:33 GMT	US
100033388	Esraaa86	389	197	2925	0	28 Dec 2009 19:57:00 GMT	
100035658	moyo	103	70	2133	0	28 Dec 2009 20:08:36 GMT	Nairobi
100035908	archontinos	23	9	21	0	28 Dec 2009 20:09:49 GMT	Nicosia, Cyprus
100035983	aland1888	747	404	2290	0	28 Dec 2009 20:10:12 GMT	Baile Átha Cliath
100039241	lustalloverme	275	598	16123	0	28 Dec 2009 20:26:38 GMT	diamond lane ; *
100039367	A7madista	213	420	13849	0	28 Dec 2009 20:27:17 GMT	Dubai / London
100039585	MoetWitMedusa	349	373	10062	0	28 Dec 2009 20:28:22 GMT	NCAT/WishANiggah Woods
100042406	TheCameronApts	27	21	203	0	28 Dec 2009 20:41:59 GMT	Silver Spring, MD
100043628	AmeliaSparksx3	804	455	1679	0	28 Dec 2009 20:48:00 GMT	Mystic Falls, VA
100048228	AlainaPartlo12	2527	2541	20076	0	28 Dec 2009 21:10:44 GMT	
100049128	EliseSandstw12	2315	2197	13475	0	28 Dec 2009 21:15:15 GMT	
100049639	GloriaEdwards12	2691	2735	18788	0	28 Dec 2009 21:17:42 GMT	
100050202	Ebentwittes	193	1312	5396	0	28 Dec 2009 21:20:30 GMT	London, UK
100051654	MegGreig	102	127	2632	0	28 Dec 2009 21:27:54 GMT	NORTHH
100052389	sunnyskystar	492	2728	87237	0	28 Dec 2009 21:31:31 GMT	United States
100052473	Carmichael99	380	135	1152	0	28 Dec 2009 21:31:57 GMT	IN
100059436	Ariiadnylopes	228	263	3718	0	28 Dec 2009 22:06:20 GMT	
100065742	CeeCeelaR	70	38	10545	0	28 Dec 2009 22:37:30 GMT	Vancouver, Canada
100067049	PheniceArielle	123	154	778	0	28 Dec 2009 22:43:55 GMT	NYC
100068500	Mitchamoreagent	265	206	1817	0	28 Dec 2009 22:51:12 GMT	Austin, TX
100069902	kooleyCobain	444	509	46543	0	28 Dec 2009 22:58:00 GMT	st. elsewhere
100071065	sirfirefist	94	155	7698	0	28 Dec 2009 23:03:12 GMT	With The Northern Army...
100072081	lkshw06	430	244	8126	0	28 Dec 2009 23:07:01 GMT	The Real World LA!
100078035	fanaaron	151	127	5427	0	28 Dec 2009 23:37:15 GMT	North Pole
100078786	IAMTHEWC	1984	1551	32219	0	28 Dec 2009 23:41:24 GMT	PLANET HIP HOP
100081250	raeshernell	480	533	18369	0	28 Dec 2009 23:54:39 GMT	florence/tuscaloosa, AL
100081485	walegates	248	2667	21336	0	28 Dec 2009 23:55:58 GMT	Kent, United Kingdom
100095688	mattn9	1998	703	27703	0	29 Dec 2009 01:14:40 GMT	ÜT: 28.308464, 80.742804
100100950	subdice	69	1436	6267	0	29 Dec 2009 01:42:20 GMT	kuwait NYC Orlando NewOrleans
100105335	naddoremii	218	574	31225	0	29 Dec 2009 02:04:34 GMT	Indonesia
100106695	JobForDavid	95	75	11632	0	29 Dec 2009 02:11:48 GMT	São Paulo
100109831	amberdiamond29	333	561	16528	0	29 Dec 2009 02:27:16 GMT	Canada
100112327	ittybittybre	249	276	6596	0	29 Dec 2009 02:40:09 GMT	in my own zone.
100125893	NadyaJDB	2028	3376	5652	0	29 Dec 2009 03:50:38 GMT	Indonesia
100129444	ArielGpe	256	445	69637	0	29 Dec 2009 04:08:53 GMT	you r timeline.. | you r heart
100133733	FFNetcast	69	398	349	0	29 Dec 2009 04:30:54 GMT	Worldwide
100135472	mvleader	0	77	1288	0	29 Dec 2009 04:39:30 GMT	Maidstone, Victoria, Australia
100137307	Jmcrowe13	50	29	38	0	29 Dec 2009 04:49:03 GMT	null
100137951	HonorableWorm	110	44	235	0	29 Dec 2009 04:52:26 GMT	Charlottesville, VA
100138343	LeslieJae	146	200	4060	0	29 Dec 2009 04:54:30 GMT	valdosta.
100140015	ASHNYX	215	329	7592	0	29 Dec 2009 05:03:14 GMT	ÜT: 40.762702, 73.872521
100140767	DCCelebrity	85	2277	2869	0	29 Dec 2009 05:07:31 GMT	Washington DC
100145251	PoeticEvolution	189	230	9298	0	29 Dec 2009 05:31:51 GMT	Brooklyn.
100148009	Luckyhdyt	250	256	2478	0	29 Dec 2009 05:47:10 GMT	Land of the lost
100150340	TwentyFourGirl	294	456	37066	0	29 Dec 2009 05:59:49 GMT	I d rather be in California.
100152332	CheechStoned	143	82	2478	0	29 Dec 2009 06:11:15 GMT	Dickslanger
100155808	answersuniverse	20	12	2029	0	29 Dec 2009 06:31:14 GMT	
100162549	HOMERUN	151	63	6969	0	29 Dec 2009 07:11:04 GMT	Singapore
100163898	VandanaBrooo	235	159	9061	0	29 Dec 2009 07:18:50 GMT	Sydney, Australia
100166770	christineanne03	21	7	49	0	29 Dec 2009 07:35:58 GMT	New Orleans, LA
100167083	iBeRawinHoes	493	872	37477	0	29 Dec 2009 07:37:46 GMT	Ellenwood
100170209	Alifahgoogoo	300	831	10347	0	29 Dec 2009 07:57:14 GMT	ÜT Padang Indonesia
100174271	annisabilaa	111	108	1601	0	29 Dec 2009 08:24:00 GMT	Indonesia
100176190	amaeee	72	94	11795	0	29 Dec 2009 08:36:30 GMT	
100177614	ShaniNDeed	168	106	4661	0	29 Dec 2009 08:46:17 GMT	my little bubble...
100180679	szeeyinggs	302	162	6879	0	29 Dec 2009 09:06:06 GMT	Cheezy land.
100181968	Bellixyz	210	57	404	0	29 Dec 2009 09:14:44 GMT	YG Entertainment
100187851	Jawaadee	788	1126	15086	0	29 Dec 2009 09:53:30 GMT	California, Anaheim
100190895	JHPost	16500	15087	3204	0	29 Dec 2009 10:13:35 GMT	
100207042	Hrithikdbest	59	1365	11605	0	29 Dec 2009 11:54:37 GMT	India
100216014	YoungBlckPINUP	265	723	14456	0	29 Dec 2009 12:42:25 GMT	where the palm trees are (:
100217487	itsmiikky	51	46	795	0	29 Dec 2009 12:49:52 GMT	France
100217857	ph1no	161	172	3490	0	29 Dec 2009 12:51:54 GMT	School•Home•Everywhere in town
100221383	OlaOsman	194	122	1545	0	29 Dec 2009 13:09:40 GMT	
10022632	JamesRamirez	274	269	5831	0	7 Nov 2007 05:20:49 GMT	Forked River
10022742	gavinvz	501	505	20049	0	7 Nov 2007 05:26:37 GMT	Fleetwood, PA
100228226	trisadiandra	138	244	12430	0	29 Dec 2009 13:43:58 GMT	Maastrich,limburg,NL
100231025	bankeey	291	539	16912	0	29 Dec 2009 13:57:40 GMT	
100242438	labelsovalove	281	204	4754	0	29 Dec 2009 14:54:00 GMT	TRENDSETVILLE
100242621	DeennttA	78	80	4629	0	29 Dec 2009 14:54:55 GMT	ÜT:  2.120956,106.112888
100244246	hereisBAR	186	193	11802	0	29 Dec 2009 15:02:55 GMT	ÜT: 3.580031,98.657355
100255983	ANACOSTIASERIES	164	183	269	0	29 Dec 2009 15:58:12 GMT	Washington D.C.
100258246	BernardTofan	301	310	2890	0	29 Dec 2009 16:08:32 GMT	Solo the spirit of Java
100258486	21AtSunrise	77	298	530	0	29 Dec 2009 16:09:36 GMT	Bend, OR
100263839	AhLuvsActBlur	21	17	47	0	29 Dec 2009 16:33:28 GMT	
100264150	RobOKeeffe	54	16	463	0	29 Dec 2009 16:34:47 GMT	Bray Ireland
100266504	ScreamAimAsh	1456	1620	14694	0	29 Dec 2009 16:45:31 GMT	ÜT: 51.781576,0.093849
100274103	ToksTarone	271	129	2798	0	29 Dec 2009 17:21:27 GMT	London
100277922	MrzLoveJones	437	203	3506	0	29 Dec 2009 17:39:50 GMT	
100285875	l33tloser	50	16	86	0	29 Dec 2009 18:18:03 GMT	
100292206	estVXXXMCMXCI	176	147	17639	0	29 Dec 2009 18:46:54 GMT	HazeLand;)
1002941	jzellis	278	680	15433	0	12 Mar 2007 11:33:26 GMT	Las Vegas, NV
100295096	EveNdEye	240	293	21472	0	29 Dec 2009 19:00:23 GMT	DMV, Laurel
100297857	WERPARAWHORES	344	128	2770	0	29 Dec 2009 19:13:14 GMT	SCOTLAND !! SADLY LOL
100303145	GOONIEGURLDIVA	67	70	216	0	29 Dec 2009 19:39:20 GMT	SWAGGA~CHUSETTS
100303251	PlayGuitars	3628	3387	10083	0	29 Dec 2009 19:39:52 GMT	Rocking
100309348	audiomatt	1643	1025	15565	0	29 Dec 2009 20:10:15 GMT	null
100310204	ChicModern	902	1880	15426	0	29 Dec 2009 20:14:29 GMT	Dallas,Texas
100310635	FSRChattanooga	129	139	1898	0	29 Dec 2009 20:16:39 GMT	Chattanooga, TN
100311367	BintFilistine	720	485	16490	0	29 Dec 2009 20:20:05 GMT	Amreeka
100315559	LNelz612	204	165	6500	0	29 Dec 2009 20:41:01 GMT	South West London
100323796	TheoKeith	120	226	544	0	29 Dec 2009 21:24:04 GMT	Columbia, Mo.
100324379	DRDiego23	101	41	425	0	29 Dec 2009 21:27:10 GMT	
100326844	ChurchHooker	2458	2673	11840	0	29 Dec 2009 21:39:22 GMT	Hackney, London
100330475	haadeh	2577	2547	7741	0	29 Dec 2009 21:57:20 GMT	Above the radar...
100332248	gomezXrat3d	47	80	6210	0	29 Dec 2009 22:06:16 GMT	Wonderland
100337330	productionboxja	188	351	3937	0	29 Dec 2009 22:33:01 GMT	Kingston, Jamaica
100337972	TressObsessed	150	88	268	0	29 Dec 2009 22:36:27 GMT	Sunny Beaches
100338369	MicahMan77	212	229	7094	0	29 Dec 2009 22:38:46 GMT	Safe Place, CT
100341312	CarterBarbie	191	296	18678	0	29 Dec 2009 22:55:01 GMT	Atlanta, GA
100342757	LOVEgivesmehope	10	15136	4462	0	29 Dec 2009 23:02:39 GMT	
100347279	lovelylauraann	5360	4944	25573	0	29 Dec 2009 23:27:31 GMT	Clayton le Woods
100348219	jasonrhodesfor	98	29	1950	0	29 Dec 2009 23:32:13 GMT	orange county
100349032	AyanaHarry	191	175	527	0	29 Dec 2009 23:36:42 GMT	Hartford, CT
100352728	predatorhunting	7769	7125	9232	0	29 Dec 2009 23:56:46 GMT	California
100353434	JamiieRoot	42	53	1323	0	30 Dec 2009 00:00:31 GMT	
100353453	SassNSauce	963	479	31437	0	30 Dec 2009 00:00:35 GMT	earth..u
100354199	justtoys	2544	2653	10273	0	30 Dec 2009 00:04:54 GMT	London
100355478	JoshDieleman	50	14	435	0	30 Dec 2009 00:12:08 GMT	Olmsted Falls OH
100356148	08TailDAW6	511	594	12118	0	30 Dec 2009 00:15:55 GMT	AtLondOmery
100356312	jussHUMBLE	248	314	5544	0	30 Dec 2009 00:16:55 GMT	Hustlin staccin $$$
100362021	AMAZONN	112	147	17772	0	30 Dec 2009 00:48:37 GMT	718 to 404
100364064	D0LCEREDB0SS	395	813	21981	0	30 Dec 2009 00:59:53 GMT	
100368499	MizzShay76	375	253	4081	0	30 Dec 2009 01:26:22 GMT	Memphis,Tennessee
100370842	VertigoMonster	274	256	10818	0	30 Dec 2009 01:39:45 GMT	Central NY
100373077	whatisjgthinkin	199	84	2164	0	30 Dec 2009 01:51:39 GMT	Pittsburgh, PA
100373256	tristabear	29	3	9	0	30 Dec 2009 01:52:33 GMT	null
100375049	Jeannewhipple	620	269	106	0	30 Dec 2009 02:01:47 GMT	Philadelphia
100377594	ndknanda	227	402	37928	0	30 Dec 2009 02:15:25 GMT	Jakarta
100377649	kbrexel	312	214	2947	0	30 Dec 2009 02:15:52 GMT	New York
100381915	Tittypc	955	717	4580	0	30 Dec 2009 02:38:12 GMT	Montreal
100385152	Kevkaous	248	498	3231	0	30 Dec 2009 02:55:00 GMT	Greensboro NC
100388290	lauraddl	188	192	2266	0	30 Dec 2009 03:10:48 GMT	Jolly Rancher
100391730	ardikusu	351	144	2443	0	30 Dec 2009 03:28:36 GMT	
100393146	callMeCurlySue	320	199	14292	0	30 Dec 2009 03:36:07 GMT	 / me, my tears, & I /3
100397994	InObamaLand	255	385	11170	0	30 Dec 2009 04:01:08 GMT	
100398933	autumnopera	524	131	3631	0	30 Dec 2009 04:05:49 GMT	nowhere visible
100399970	MichaelStryder	2037	2096	65136	0	30 Dec 2009 04:11:22 GMT	Corporate Empire of the U.S.A.
10040232	KarlaFisk	224	179	1365	0	7 Nov 2007 18:30:07 GMT	Inwood, NYC
100407498	baysideleader	0	45	1064	0	30 Dec 2009 04:49:50 GMT	null
100408675	KelseyWattsKTVZ	451	467	1014	0	30 Dec 2009 04:55:50 GMT	Bend, OR
100411027	ThinktoSustain	235	213	829	0	30 Dec 2009 05:08:14 GMT	India
100414208	jilliannbanks	85	61	4194	0	30 Dec 2009 05:24:55 GMT	everywhere & more
100420181	TheUntamedYouth	90	187	8255	0	30 Dec 2009 05:57:16 GMT	41.51975624, 81.62315742
100421230	tessatanaka	161	195	8413	0	30 Dec 2009 06:03:12 GMT	(~   )~ ~(   ~) in your nose
100421448	kalaniLOVExo	393	435	13609	0	30 Dec 2009 06:04:20 GMT	The City of Townsville
100423185	busaichedelic	196	150	4051	0	30 Dec 2009 06:14:22 GMT	Nagoya
100423831	MzFiesty11	44	72	4015	0	30 Dec 2009 06:17:52 GMT	
100426132	iLOVEyOuGUUDByE	160	46	7647	0	30 Dec 2009 06:30:28 GMT	Montreal
100426317	mrsstarstatus	193	279	9374	0	30 Dec 2009 06:31:29 GMT	Houston
100428152	ELaiNE1596	221	240	1661	0	30 Dec 2009 06:41:33 GMT	
100431026	GabbyyLovee	507	389	5452	0	30 Dec 2009 06:58:30 GMT	California
100433340	ParkRiRin	298	1432	5314	0	30 Dec 2009 07:12:00 GMT	Pekanbaru
100433563	sallylemot	99	325	12272	0	30 Dec 2009 07:13:12 GMT	jakarta
100438666	MarieWilson19	34	2999	66327	0	30 Dec 2009 07:43:39 GMT	
100439427	7tammi7	222	280	16823	0	30 Dec 2009 07:48:05 GMT	
10044022	poy	625	986	6313	0	7 Nov 2007 20:34:12 GMT	Berlin
100440385	JEmFor3	187	255	7596	0	30 Dec 2009 07:53:53 GMT	Hometown: Liberty, NC
100440668	CuntyChopalops	227	1968	19497	0	30 Dec 2009 07:55:37 GMT	Cheshire
100441873	herouxAT	117	57	455	0	30 Dec 2009 08:03:31 GMT	Indianapolis, IN
100442137	mukblog1	0	112	15307	0	30 Dec 2009 08:05:09 GMT	null
100445559	searedfoodblog	217	2748	62070	0	30 Dec 2009 08:26:27 GMT	Canada
100446866	ThatNiggaWil	281	150	1612	0	30 Dec 2009 08:34:47 GMT	Bahamas
100447158	EyyaBiebShawty	198	482	11409	0	30 Dec 2009 08:36:46 GMT	Justin bieber heart :D
100450759	innekerachma	327	265	7406	0	30 Dec 2009 08:58:53 GMT	Depok, Indonesia
100453787	JayEye13	202	286	7457	0	30 Dec 2009 09:17:05 GMT	LA to VA
100454345	mansfieldFM	104	140	755	0	30 Dec 2009 09:20:35 GMT	Mansfield, NE Victoria
100454963	DaWeeeeeeZ	279	213	4187	0	30 Dec 2009 09:24:35 GMT	on MARS!
100459613	Victorilyn	38	30	1466	0	30 Dec 2009 09:54:42 GMT	
